Kod,Tanım
46.16.02,Deri eşyalar ve seyahat aksesuarlarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
46.16.03,Giyim eşyalarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar (deri giyim eşyaları hariç)
46.16.04,"Tekstil ürünlerinin bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar (iplik, kumaş, ev tekstili, perde vb. ürünler) (giyim eşyaları hariç)"
46.17,"Gıda, içecek ve tütün toptan satışı ile ilgili aracıların faaliyetleri"
46.17.01,"Gıda maddelerinin toptan satışı ile ilgili aracıların faaliyetleri (aracı üretici birlikleri dahil, içecekler ile yaş sebze ve meyve hariç)"
46.17.02,Yaş sebze ve meyvelerin toptan satışı ile ilgili aracıların faaliyetleri (kabzımallık ve aracı üretici birlikleri dahil)
46.17.03,Tütün ve tütün ürünlerinin toptan satışı ile ilgili aracıların faaliyetleri (aracı üretici birlikleri dahil)
46.17.04,İçeceklerin toptan satışı ile ilgili aracıların faaliyetleri
46.18,Belirli diğer ürünlerin toptan satışı ile ilgili aracıların faaliyetleri
46.18.01,"Oyun ve oyuncak, spor malzemesi, bisiklet, kitap, gazete, dergi, kırtasiye ürünleri, müzik aleti, saat ve mücevher ile fotoğrafçılıkla ilgili ve optik aletlerin toptan satışı ile ilgili aracıların faaliyetleri"
46.18.02,"Kozmetik, parfüm ve bakım ürünleri ile temizlik malzemesinin toptan satışı ile ilgili aracıların faaliyetleri"
46.18.03,"Tıbbi ürünlerin, araç ve malzemelerin toptan satışı ile ilgili aracıların faaliyetleri"
46.18.04,Kağıt ve karton (mukavva) ile ilgili belirli ürünlerin toptan satışı ile ilgili aracıların faaliyetleri
46.18.05,Eczacılıkla ilgili ürünlerin toptan satışı ile ilgili aracıların faaliyetleri
46.18.06,Otomobillerin ve hafif motorlu kara taşıtlarının toptan satışı ile ilgili aracıların faaliyetleri (elektrikli olanlar ile ambulans ve minibüs benzeri motorlu yolcu taşıtları için olanlar dahil)
46.18.07,"Diğer motorlu kara taşıtlarının toptan satışı ile ilgili aracıların faaliyetleri (kamyonlar, çekiciler, römorklar, yarı römorklar, kamp araçları vb., elektrikli olanlar dahil)"
46.18.08,Motorlu kara taşıtlarının parça ve aksesuarlarının toptan satışı ile ilgili aracıların faaliyetleri
46.18.09,"Motosikletler, motorlu bisikletler ve bunların parça ve aksesuarlarının toptan satışı ile ilgili aracıların faaliyetleri"
46.18.99,Başka yerde sınıflandırılmamış belirli diğer ürünlerin toptan satışı ile ilgili aracıların faaliyetleri
46.19,Uzmanlaşmamış toptan ticaret ile ilgili aracıların faaliyetleri
46.19.01,Uzmanlaşmamış toptan ticaret ile ilgili aracıların faaliyetleri
46.2,Tarımsal ham madde ve canlı hayvanların toptan ticareti
46.21,"Tahıl, işlenmemiş tütün, tohum ve hayvan yemi toptan ticareti"
46.21.01,Hayvan yemi toptan ticareti
46.21.02,"Tahıl toptan ticareti (buğday, arpa, çavdar, yulaf, mısır, çeltik vb.)"
46.21.03,Yağlı tohum ve yağlı meyvelerin toptan ticareti
46.21.06,Pamuk toptan ticareti
46.21.07,Yün ve tiftik toptan ticareti
46.21.08,Tohum (yağlı tohumlar hariç) toptan ticareti
46.21.99,Başka yerde sınıflandırılmamış diğer tarımsal ham maddelerin toptan ticareti
46.22,Çiçeklerin ve bitkilerin toptan ticareti
46.22.01,Çiçeklerin ve bitkilerin toptan ticareti
46.23,Canlı hayvanların toptan ticareti
46.23.01,Canlı hayvanların toptan ticareti (kümes hayvanları hariç)
46.23.02,Canlı kümes hayvanları toptan ticareti
46.24,"Ham deri, post ve deri toptan ticareti"
46.24.01,"Ham deri, post ve kürklü deri toptan ticareti"
46.24.02,"Tabaklanmış deri, güderi ve kösele toptan ticareti"
46.3,"Gıda, içecek ve tütün toptan ticareti"
46.31,Meyve ve sebzelerin toptan ticareti
46.31.01,"Fındık, antep fıstığı, yer fıstığı ve ceviz toptan ticareti (kavrulmuş olanlar hariç)"
46.31.02,Taze incir ve üzüm toptan ticareti
46.31.03,Narenciye toptan ticareti
46.31.04,Diğer taze meyve sebze toptan ticareti (patates dahil)
46.31.05,Zeytin (işlenmiş) toptan ticareti
46.31.06,Kültür mantarı toptan ticareti
46.31.08,"Kuru bakliyat ürünleri toptan ticareti (fasulye, mercimek, nohut, vb.)"
46.31.09,"Kavrulmuş veya işlenmiş kuru yemiş toptan ticareti (leblebi, kavrulmuş fındık, fıstık, çekirdek vb.)"
46.31.10,Kuru üzüm toptan ticareti
46.31.11,Kuru incir toptan ticareti
46.31.12,Kuru kayısı toptan ticareti
46.31.90,"Diğer işlenmiş veya korunmuş sebze ve meyve toptan ticareti (reçel, pekmez, pestil, salamura veya turşusu yapılmış olanlar dahil) (fındık, incir, üzüm, narenciye, zeytin, kültür mantarı ve kuru yemiş hariç)"
46.32,Et ve et ürünleri ile balık ve balık ürünlerinin toptan ticareti
46.32.01,Kümes hayvanları ve av hayvanları etlerinin toptan ticareti
46.32.02,Et toptan ticareti (av hayvanları ve kümes hayvanları etleri hariç)
46.32.03,"Yenilebilir sakatat (ciğer, işkembe, böbrek, taşlık vb.) toptan ticareti"
46.32.04,"Et ürünlerinin toptan ticareti (salam, sosis, sucuk, pastırma vb.)"
46.32.05,"Balık, kabuklular, yumuşakçalar ve diğer deniz ürünleri toptan ticareti"
46.33,"Süt ürünleri, yumurta ve yenilebilir sıvı ve katı yağların toptan ticareti"
46.33.01,"Süt ürünleri toptan ticareti (işlenmiş süt, süt tozu, yoğurt, peynir, kaymak, tereyağı vb.)"
46.33.02,Yumurta ve yumurta ürünleri toptan ticareti
46.33.03,Hayvan veya bitkisel kaynaklı yenilebilir sıvı ve katı yağların toptan ticareti (tereyağı hariç)
46.34,İçeceklerin toptan ticareti
46.34.01,Alkollü içeceklerin toptan ticareti
46.34.02,"Meyve ve sebze suları, maden suyu, meşrubat ve diğer alkolsüz içeceklerin toptan ticareti (su hariç)"
46.34.03,"Su toptan ticareti (su istasyonları dahil, şebeke suyu hariç)"
46.35,Tütün ürünlerinin toptan ticareti
46.35.01,Tütün ürünlerinin toptan ticareti (işlenmemiş tütün hariç)
46.36,"Şeker, çikolata ve şekerleme toptan ticareti"
46.36.01,"Çikolata ve şekerleme toptan ticareti (helva, lokum, akide şekeri, bonbon şekeri vb. dahil)"
46.36.02,Fırıncılık mamullerinin toptan ticareti
46.36.03,Şeker toptan ticareti
46.36.04,Dondurma ve diğer yenilebilir buzların toptan ticareti
46.37,"Kahve, çay, kakao ve baharat toptan ticareti"
46.37.01,Çay toptan ticareti
46.37.02,"Kahve, kakao ve baharat toptan ticareti"
46.37.03,İçecek amaçlı kullanılan aromatik bitkilerin toptan ticareti
46.38,Diğer gıda maddelerinin toptan ticareti
46.38.02,Ev hayvanları için yemlerin veya yiyeceklerin toptan ticareti (çiftlik hayvanları için olanlar hariç)
46.38.03,Gıda tuzu (sofra tuzu) toptan ticareti
46.38.04,"Un, nişasta, makarna, şehriye vb. ürünler ile hazır gıdaların toptan ticareti"
46.38.05,Hazır homojenize gıda ile diyetetik gıda ürünleri toptan ticareti
46.38.99,Başka yerde sınıflandırılmamış diğer gıda ürünlerinin toptan ticareti
46.39,"Uzmanlaşmamış gıda, içecek ve tütün toptan ticareti"
46.39.03,"Uzmanlaşmamış gıda, içecek ve tütün toptan ticareti"
46.4,Ev eşyalarının toptan ticareti
46.41,Tekstil ürünlerinin toptan ticareti
46.41.01,"Evde kullanılan tekstil takımları, perdeler ve çeşitli tekstil malzemesinden ev eşyaları toptan ticareti"
46.41.02,Tuhafiye ürünleri toptan ticareti
46.41.03,Kumaş toptan ticareti (manifatura ürünleri dahil)
46.41.04,İplik toptan ticareti (tuhafiye ürünleri ile dikiş ipliği hariç)
46.41.90,Diğer tekstil ürünleri toptan ticareti
46.42,Giysi ve ayakkabı toptan ticareti
46.42.01,"Bebek giysileri, sporcu giysileri ve diğer giyim eşyalarının toptan ticareti"
46.42.02,Ayakkabı toptan ticareti (spor ayakkabıları hariç)
46.42.03,Çorap ve giysi aksesuarlarının toptan ticareti
46.42.04,Kürk ve deriden giyim eşyalarının toptan ticareti
46.42.05,"Dış giyim eşyalarının toptan ticareti (iş giysileri ile triko olanlar dahil, kürk ve deriden olanlar hariç)"
46.42.06,İç giyim eşyalarının toptan ticareti
46.42.07,Şemsiye toptan ticareti (güneş ve bahçe şemsiyeleri hariç)
46.42.08,Ayakkabı malzemeleri toptan ticareti
46.43,Elektrikli ev aletleri toptan ticareti
46.43.01,Beyaz eşya toptan ticareti
46.43.08,Hırsız ve yangın alarmları ile benzeri cihazların toptan ticareti (evlerde kullanım amaçlı)
46.43.09,"Radyo, televizyon, video ve DVD cihazlarının toptan ticareti (antenler ile arabalar için radyo ve TV ekipmanları dahil)"
46.43.10,Fotoğrafçılıkla ilgili ürünlerin toptan ticareti
46.43.11,Optik ürünlerin toptan ticareti
46.43.12,"Konutlarda, bürolarda ve mağazalarda kullanılan klimaların (iklimlendirme ekipmanlarının) toptan ticareti (sanayi tipi olanlar hariç)"
46.43.90,Diğer elektrikli ev aletleri toptan ticareti
46.44,Porselen ve cam eşya ile temizlik maddelerinin toptan ticareti
46.44.01,Porselen ve cam eşyalar ile toprak ve seramikten yapılan ürünlerin toptan ticareti
46.44.02,Temizlik malzemesi toptan ticareti (kişisel temizlik sabunları hariç)
46.44.04,"Cila ve krem (ayakkabı, mobilya, yer döşemesi, kaporta, cam veya metal için) toptan ticareti"
46.45,Parfüm ve kozmetik ürünlerinin toptan ticareti
46.45.01,"Parfüm, kozmetik ürünleri ve kolonya toptan ticareti (ıtriyat dahil)"
46.45.02,Sabun toptan ticareti (kişisel temizlik için)
46.46,Eczacılık ve medikal ürünlerin toptan ticareti
46.46.01,"Cerrahi, tıbbi ve ortopedik alet ve cihazların toptan ticareti"
46.46.02,Temel eczacılık ürünleri ile eczacılık müstahzarlarının toptan ticareti
46.46.03,"Dişçilikte kullanılan alet ve cihazların toptan ticareti (protezler, bağlantı parçaları dahil)"
46.46.04,"Hayvan sağlığı ile ilgili ilaçların toptan ticareti (serum, aşı, vb.)"
46.47,"Ev, büro ve dükkan mobilyası ile halı ve aydınlatma ekipmanlarının toptan ticareti"
46.47.01,Mobilya ve mobilya aksesuarları toptan ticareti (yatak dahil)
46.47.02,"Halı, kilim, vb. yer kaplamaları toptan ticareti"
46.47.03,Aydınlatma ekipmanlarının toptan ticareti
46.47.04,Büro mobilyalarının toptan ticareti
46.48,Saat ve mücevher toptan ticareti
46.48.01,"Mücevher ve takı toptan ticareti (altın, gümüş, vb. olanlar) (imitasyon olanlar hariç)"
46.48.02,Saat toptan ticareti
46.49,Diğer ev eşyalarının toptan ticareti
46.49.01,Deri eşyalar ve seyahat aksesuarları toptan ticareti
46.49.02,Spor malzemesi toptan ticareti
46.49.03,Kırtasiye ürünleri toptan ticareti
46.49.04,Oyun ve oyuncak toptan ticareti
46.49.05,"Hasır eşyalar, mantar eşyalar ve diğer ahşap ürünlerin toptan ticareti (ip vb. için makaralar dahil)"
46.49.06,Müzik aletleri toptan ticareti
46.49.07,Çatal-bıçak takımı ve diğer kesici aletler ile metal sofra ve mutfak eşyalarının toptan ticareti (bakır mutfak eşyaları dahil)
46.49.08,"Tuvalet kağıdı, peçete, kağıt havlu ile kağıt tepsi, tabak, bardak, çocuk bezi vb. toptan ticareti (plastikten olanlar hariç)"
46.49.09,"Sportif amaçlı avcılık ve balıkçılık malzemeleri toptan ticareti (tabanca, av tüfeği ve balık ağları hariç)"
46.49.11,"Kitap, dergi ve gazete toptan ticareti"
46.49.12,"Hediyelik eşya toptan ticareti (pipo, tespih, bakır süs eşyaları, imitasyon takılar dahil)"
46.49.13,"Bisikletler, elektrikli bisikletler, elektrikli tek tekerli taşıt (monowheels), hoverboard, kickscooterlar ve bunların parça ve aksesuarlarının toptan ticareti"
46.49.17,"Plastik sofra, mutfak ve diğer ev eşyası ile tuvalet eşyası toptan ticareti"
46.49.22,"Tıraş bıçakları, usturalar ve jiletlerin toptan ticareti"
46.49.24,"Resim, fotoğraf vb. için çerçeve toptan ticareti"
46.49.25,Arı kovanı toptan ticareti
46.49.26,"Spor ve eğlence amaçlı teknelerin, kayıkların ve kanoların toptan ticareti"
46.49.99,Başka yerde sınıflandırılmamış diğer ev eşyaları ve ev gereçlerinin toptan ticareti
46.5,Bilgi ve iletişim teknolojisi teçhizatının toptan ticareti
46.50,Bilgi ve iletişim teknolojisi teçhizatının toptan ticareti
46.50.01,"Bilgisayar, bilgisayar çevre birimleri ve yazılımlarının toptan ticareti (bilgisayar donanımları, pos cihazları, ATM cihazları vb. dahil)"
46.50.02,Telekomünikasyon ekipman ve parçalarının toptan ticareti (telefon ve iletişim ekipmanları dahil)
46.50.03,"Elektronik cihaz ve parçalarının toptan ticareti (elektronik valfler, tüpler, yarı iletken cihazlar, mikroçipler, entegre devreler, baskılı devreler, vb.) (seyrüsefer cihazları hariç)"
46.50.90,Diğer bilgi ve iletişim teknolojisi ekipmanlarının toptan ticareti
46.6,"Diğer makine, ekipman, aksam ve parçaları ile büro mobilyalarının toptan ticareti"
46.61,Tarımsal amaçlı makine ve ekipmanlar ile aksam ve parçalarının toptan ticareti
46.61.02,"Tarım, hayvancılık ve ormancılık makine ve ekipmanları ile aksam ve parçalarının toptan ticareti"
46.61.03,Çim biçme ve bahçe makine ve ekipmanları ile aksam ve parçalarının toptan ticareti
46.62,Takım tezgahlarının toptan ticareti
46.62.01,Ağaç işleme takım tezgahları ve parçalarının toptan ticareti (parça tutucuları dahil)
46.62.02,Metal işleme takım tezgahlarının ve parçalarının toptan ticareti (parça tutucuları dahil)
46.62.04,Lehimleme veya kaynak yapma için kullanılan makineler ile metallerin veya sinterlenmiş metal karbürlerin sıcak spreylenmesi için kullanılan elektrikli makine ve cihazlar ile parçalarının toptan ticareti
46.62.90,Diğer malzemeleri işleme için takım tezgahları ve parçalarının toptan ticareti (parça tutucuları dahil) (ağaç ve metal işlemede kullanılanlar hariç)
46.63,"Madencilik, bina ve bina dışı inşaat makinelerinin toptan ticareti"
46.63.01,Bina ve bina dışı inşaat iş makinelerinin toptan ticareti
46.63.02,"Madencilik makinelerinin toptan ticareti (madenler için bocurgatlar, sürekli hareketli elavatörler ve konveyörler dahil)"
46.64,Diğer makine ve ekipmanların toptan ticareti
46.64.03,"Rüzgar türbinleri, kondansatörler, elektrik yalıtkanları (izolatör), AC/AD/DC motorlar, jeneratörler, yalıtılmış bobin telleri vb. elektrikli makine, cihaz ve aletlerin toptan ticareti"
46.64.04,Kaldırma ve yükleme-boşaltma (elleçleme) ekipmanlarının toptan ticareti
46.64.05,Tekstil endüstrisi makineleri ile dikiş ve örgü makineleri ve parçalarının toptan ticareti (ev tipi olanlar hariç)
46.64.06,"Kompresör ve parçalarının toptan ticareti (soğutma, hava ve diğer amaçlar için)"
46.64.07,"Ulaşım araçları toptan ticareti (motorlu kara taşıtları, motosiklet ve bisikletler hariç)"
46.64.08,"Gıda, içecek ve tütün sanayisinde kullanılan makineler ile parçalarının toptan ticareti"
46.64.09,"Akümülatör, batarya, pil ve bunların parçalarının toptan ticareti (evlerde, motosikletlerde ve motorlu kara taşıtlarında kullanılanlar hariç)"
46.64.10,Silah ve mühimmat toptan ticareti
46.64.11,İş güvenliği amaçlı kişisel koruyucu donanımların toptan ticareti
46.64.12,"Yangın söndürücüler, püskürtme tabancaları, buhar veya kum püskürtme makineleri ile benzeri mekanik cihazların toptan ticareti (tarımsal amaçlı kullanılanlar ile taşıtlar için yangın söndürücüler hariç)"
46.64.13,"Sanayi, ticaret, seyrüsefer ve diğer hizmetlerde kullanılmak üzere başka yerde sınıflandırılmamış diğer makinelere ait parçaların toptan ticareti (motorlu kara taşıtları için olanlar hariç)"
46.64.14,"Zırhlı veya güçlendirilmiş kasalar ve kutular ile kasa daireleri için zırhlı veya güçlendirilmiş kapılar ve kilitli kutular ile para veya evrak kutuları, vb. (adi metalden) toptan ticareti"
46.64.15,Elektrik malzemeleri toptan ticareti (evde kullanılan pil ve bataryalar dahil)
46.64.16,Makine ve ekipmanlarla ilgili aksam ve parçaların toptan ticareti (motorlu kara taşıtları için olanlar hariç)
46.64.99,Başka yerde sınıflandırılmamış diğer makine ve ekipmanların toptan ticareti
46.7,"Motorlu kara taşıtlarının, motosikletlerin ve ilgili parçalarının ve aksesuarların toptan ticareti"
46.71,Motorlu kara taşıtlarının toptan ticareti
46.71.04,Otomobillerin ve hafif motorlu kara taşıtlarının toptan ticareti (elektrikli olanlar ile ambulans ve minibüs benzeri motorlu yolcu taşıtları dahil)
46.71.90,"Diğer motorlu kara taşıtlarının toptan ticareti (kamyonlar, çekiciler, römorklar, yarı römorklar, kamp araçları vb., elektrikli olanlar dahil)"
46.72,Motorlu kara taşıtlarının parça ve aksesuarlarının toptan ticareti
46.72.12,"Motorlu kara taşıtlarının parçalarının toptan ticareti (cam, lastik ve jantlar ile motosiklet parçaları hariç)"
46.72.13,Motorlu kara taşıtı lastiklerinin ve jantlarının toptan ticareti (motosiklet lastik ve jantları hariç)
